face_label,face_encoding,matched_shots,count,matched_videos,vid_appearance_count
face_49,"[-1.71023652e-01  7.81670064e-02  8.66251588e-02 -7.18008541e-03
 -1.76728621e-01 -4.54312451e-02 -2.16810014e-02 -1.24536172e-01
  7.15402961e-02 -6.55414239e-02  1.07877232e-01 -7.35083967e-02
 -1.48096353e-01  3.26227657e-02 -3.26945558e-02  1.29199803e-01
 -1.15032256e-01 -1.29819825e-01 -8.50774124e-02 -4.83046323e-02
  2.71044150e-02  9.62523669e-02 -1.34330392e-02  2.96671614e-02
 -7.13006854e-02 -3.00118595e-01 -4.05980833e-02 -7.35559985e-02
  1.28968045e-01 -1.54520273e-02 -4.59585339e-04  6.11799918e-02
 -1.66817904e-01 -3.69183272e-02  2.07530707e-02  1.14761807e-01
 -8.97887647e-02 -7.98541158e-02  2.50533730e-01  2.23833732e-02
 -2.19554007e-01 -2.97945589e-02  7.36150071e-02  2.88324237e-01
  2.18561292e-01  1.14771463e-02  4.87113073e-02 -2.82440186e-02
  1.27418965e-01 -2.85216421e-01  5.19891679e-02  1.32410586e-01
  1.05262160e-01  6.39154688e-02  2.81745084e-02 -1.37742102e-01
  8.53128284e-02  8.90601575e-02 -1.92421168e-01  1.30358264e-01
  1.86292857e-01 -1.58811897e-01 -9.27045755e-03  1.98188871e-02
  2.05202982e-01  7.34000131e-02 -1.36897266e-02 -1.39104545e-01
  1.59212664e-01 -1.87091663e-01 -9.14236754e-02  4.99029234e-02
 -1.00689739e-01 -1.26531154e-01 -2.92730033e-01  7.09335506e-03
  4.11204636e-01  1.50108427e-01 -1.12655960e-01  4.24514748e-02
 -2.32863501e-02  2.41052099e-02  1.72552735e-01  6.31280541e-02
 -5.71295694e-02 -1.06381111e-01 -1.33221090e-01  1.78186297e-02
  2.61477649e-01 -3.99841517e-02 -3.49902622e-02  1.69415414e-01
  7.09106624e-02 -3.30456644e-02  1.97183751e-02  3.45525965e-02
 -6.08099252e-02 -3.14245373e-03 -7.91692883e-02 -6.43581152e-05
  7.48381689e-02 -6.47777095e-02  6.43096641e-02  1.34629384e-01
 -2.04376251e-01  1.82646498e-01 -4.96643484e-02  2.24364772e-02
  1.82200074e-02 -6.35369867e-02 -1.14543758e-01  1.96031481e-02
  1.67470053e-01 -1.29030243e-01  1.95229426e-01  1.61826894e-01
 -5.55589143e-03  1.21456057e-01  1.05190232e-01  5.44276908e-02
  2.05478370e-02  1.42723769e-02 -1.71538323e-01 -9.23477262e-02
  4.90655266e-02 -1.16280988e-02  4.95745540e-02  1.08177923e-01]",['7292514451108973826.mp4_scene_5'],1,['7292514451108973826'],1
face_75,"[-0.11639021  0.15353639  0.07742128 -0.07737368 -0.11884853  0.0327075
 -0.06167023  0.0112489   0.17759423 -0.074535    0.16864303 -0.00327395
 -0.188823   -0.0534741   0.01462759  0.08120351 -0.19287372 -0.05091532
 -0.06716762 -0.0026551   0.03469994  0.03611514  0.00191552  0.09130871
 -0.06918005 -0.39494038 -0.08412769 -0.16862518  0.08727814 -0.13671835
  0.01670691 -0.06239579 -0.11335799 -0.02826214 -0.04356565  0.03692746
 -0.0311645  -0.09218813  0.21477874 -0.01145227 -0.14188498  0.06809936
 -0.00163577  0.25858456  0.18165249  0.03829838  0.06258434 -0.03508775
  0.21663924 -0.28185284  0.0775363   0.14074919  0.11554946  0.03915643
  0.1413148  -0.13642725  0.023886    0.14174967 -0.24147491  0.12310037
  0.05619752 -0.00899546 -0.00922552 -0.0261787   0.19578654  0.15517384
 -0.09413702 -0.1362536   0.13660625 -0.19776203  0.01685838  0.08567765
 -0.08847614 -0.14787526 -0.18061425  0.08427212  0.37204039  0.22196522
 -0.16159329 -0.03407703 -0.13446811 -0.02843538  0.04169834  0.03074023
 -0.10247163 -0.10378832 -0.081877    0.03451331  0.17619222  0.02972426
  0.05029921  0.24513325  0.07774077  0.00610313 -0.01799888 -0.04566206
 -0.12589453 -0.02619871 -0.05390358  0.05264372  0.00359391 -0.11697359
  0.01106912  0.0598948  -0.24599716  0.15023258 -0.03004774 -0.04703611
  0.010067    0.0477685  -0.12024224  0.01247171  0.20999354 -0.24842197
  0.2078473   0.14168747  0.03506436  0.14678498  0.02766207  0.08763834
 -0.01337369 -0.06314477 -0.11387648 -0.07264365  0.02150694 -0.04443412
  0.00799537  0.00041859]",['7288920859245300993.mp4_scene_2'],1,['7288920859245300993'],1
face_87,"[-0.0531326   0.07208734  0.00324312 -0.0722049  -0.08550165 -0.01080371
 -0.06037325 -0.19202708  0.22375077 -0.12467492  0.16238362 -0.01300395
 -0.26986268 -0.01725537 -0.07569329  0.16166742 -0.18044198 -0.16760026
 -0.03463462 -0.05447474  0.00742941 -0.01939453  0.09586313  0.14926121
 -0.08329044 -0.29873514 -0.0873649  -0.17687497  0.0442388  -0.08030295
 -0.11441448 -0.0141087  -0.16536623 -0.02555811  0.07311726  0.11294183
 -0.04312435 -0.12559772  0.24897303 -0.01291949 -0.16720839 -0.06437621
  0.03996436  0.20819926  0.24222767 -0.05863361  0.06630942 -0.16789576
  0.19665286 -0.25740874  0.07779     0.13825245  0.03961644  0.12985657
  0.05300313 -0.23163679  0.01509765  0.13511789 -0.1578435   0.04712625
  0.06459273 -0.04578608 -0.02054542 -0.00270943  0.27857789  0.14309219
 -0.14751518 -0.15189314  0.15113576 -0.19794279  0.02542553  0.07634991
 -0.14845371 -0.17087728 -0.17946991 -0.02700095  0.44298372  0.154504
 -0.11753061  0.0770733  -0.18331012 -0.02354296  0.04099078  0.09748792
 -0.01008646  0.0726073  -0.06509209  0.06916045  0.19664168 -0.06894682
  0.01510286  0.24466667 -0.04072313  0.07986151  0.08219802  0.09219678
 -0.12220788 -0.00802236 -0.13641879 -0.01925    -0.05482712 -0.04803674
  0.0728239   0.01197583 -0.19223644  0.09356227 -0.00658245 -0.0057237
 -0.02387639 -0.0518183  -0.08425942 -0.03744712  0.17632119 -0.3227098
  0.23967397  0.11305751  0.0584224   0.18978216 -0.00348942  0.07837639
  0.01686002 -0.10897174 -0.0845297   0.01767326  0.02902342  0.0340278
  0.04779701  0.00199973]","['7287978692972678402.mp4_scene_1', '7287978692972678402.mp4_scene_2', '7287978692972678402.mp4_scene_3', '7287978692972678402.mp4_scene_4', '7287978692972678402.mp4_scene_5', '7287978692972678402.mp4_scene_6']",6,['7287978692972678402'],1
face_33,"[-0.17931178  0.18793504  0.09955645 -0.0252962  -0.06460693 -0.00686662
 -0.07384202 -0.02708903  0.140553    0.02676804  0.22545716  0.04198
 -0.24501282  0.02352853 -0.0242738   0.06293228 -0.14907628 -0.09536596
 -0.09626723 -0.13156718  0.10163844  0.11096945  0.05864757  0.10027134
 -0.18584411 -0.28291211 -0.04960399 -0.15091704  0.05381816 -0.13943048
  0.08640504 -0.03072489 -0.21267596 -0.08802487  0.06003037  0.05466495
 -0.00811439 -0.06186947  0.17023484 -0.03344512 -0.09438087  0.07572995
  0.10556231  0.28996548  0.13853145  0.04129755  0.03776015 -0.11717607
  0.06941587 -0.19145934  0.08527528  0.15987363  0.06019409  0.07559142
  0.11215435 -0.14698809  0.05418828  0.11688153 -0.20117123  0.16942662
  0.09208672 -0.01583818 -0.01078475 -0.01246689  0.18969899  0.08121325
 -0.11701679 -0.20754032  0.07801177 -0.14643729 -0.07562649  0.18888232
 -0.13620256 -0.11955203 -0.27365601  0.08153363  0.47150034  0.06041114
 -0.15456666  0.03477477 -0.08059149 -0.03712647  0.02279812  0.06804834
 -0.11401538 -0.10739568 -0.06355927  0.11400968  0.22654422  0.0988448
 -0.0967699   0.20386583  0.04523646 -0.00829674  0.05788283  0.08353318
 -0.14634433 -0.05538845 -0.10221943  0.00162604 -0.03463651 -0.03447138
 -0.03525607  0.11716007 -0.1345448   0.05498379 -0.00929208 -0.05829308
 -0.02836768  0.11671218 -0.18522561 -0.05694643  0.1508265  -0.28903118
  0.25830838  0.15695506  0.08622041  0.04429316  0.06331763  0.05026814
  0.04864594  0.07151647 -0.09622748 -0.06552612  0.0420856  -0.08056268
  0.06157817 -0.01876353]","['7293266381401754881.mp4_scene_8', '7293266381401754881.mp4_scene_12']",2,['7293266381401754881'],1
face_65,"[-1.44124672e-01  1.14018738e-01  6.49036244e-02 -1.60370022e-02
 -3.44500691e-02 -3.83599065e-02 -4.64310199e-02 -8.53956640e-02
  1.38561636e-01 -3.04113254e-02  2.89558262e-01 -7.75691569e-02
 -2.13096887e-01 -9.77926925e-02 -5.20043224e-02  6.18289113e-02
 -1.93278044e-01 -1.04167059e-01 -8.74176621e-03 -8.30706805e-02
  1.06130525e-01 -1.03797866e-02  3.99476886e-02  5.11606485e-02
 -1.83739647e-01 -3.54493946e-01 -9.88544524e-02 -1.62863046e-01
  2.81246752e-02 -1.04706466e-01  3.89620289e-02  5.50974607e-02
 -1.58449709e-01 -6.48577064e-02 -3.17368656e-02  7.95135126e-02
 -1.58841610e-02 -1.73400044e-02  1.57938868e-01 -2.35798694e-02
 -8.95990729e-02 -1.92857087e-02  2.87300125e-02  3.26190174e-01
  1.52447909e-01  4.51709032e-02  1.24490680e-02  2.90311426e-02
  4.42496091e-02 -2.04244733e-01 -3.00299935e-03  1.85962796e-01
  1.07377179e-01  4.95655686e-02  9.72428322e-02 -9.68564972e-02
 -2.15548277e-03  6.71940297e-02 -1.55078694e-01  6.81842566e-02
  2.30289735e-02 -4.44813818e-03 -1.05782924e-02 -4.51360270e-02
  1.93135321e-01  7.46313781e-02 -1.13971435e-01 -8.22456032e-02
  1.24466553e-01 -1.41467482e-01 -6.95220232e-02  4.88975942e-02
 -1.55989483e-01 -1.98257625e-01 -2.62451291e-01  4.57667559e-02
  3.61612588e-01  1.18894368e-01 -1.72081187e-01  4.13876884e-02
 -6.05021752e-02 -1.23472586e-02  3.74980494e-02  2.16648281e-02
 -9.69269648e-02  8.15235898e-02 -1.41439587e-01  2.91525424e-02
  1.21230125e-01 -1.13198012e-02 -5.06174490e-02  2.22516701e-01
 -2.11703964e-02  2.14076266e-02  8.99021924e-02  5.81994653e-03
 -7.97860548e-02 -9.26687196e-03 -1.62454903e-01 -3.97258997e-03
  4.77558300e-02 -8.73885080e-02 -3.43594700e-02  6.35900795e-02
 -1.24766454e-01  8.23234469e-02  2.35349163e-02 -5.33020310e-03
 -6.81117177e-02  6.51580989e-02 -1.72888786e-01 -5.12077063e-02
  1.77393630e-01 -2.45054200e-01  1.28195897e-01  2.01942146e-01
  4.04801667e-02  1.33009285e-01  1.11136526e-01  1.89278945e-02
 -1.77121162e-02  1.86015666e-02 -9.13535506e-02 -8.56061205e-02
  3.71465832e-03 -1.14673823e-02  2.59199739e-03 -7.37234950e-05]",['7292224024799612162.mp4_scene_3'],1,['7292224024799612162'],1
face_76,"[-0.09093092  0.11883409  0.04982289 -0.00924067 -0.14098461 -0.06677818
 -0.06147135 -0.11486679  0.10650182 -0.03901568  0.2541056   0.00339614
 -0.19606313 -0.08375581  0.04853912  0.11311638 -0.13606608 -0.08181633
 -0.05010009 -0.0893912  -0.0115254   0.05226616  0.02265503  0.07333148
 -0.08661374 -0.24634869 -0.08357869 -0.09863678  0.10262911 -0.06492123
 -0.00192166  0.03941903 -0.15475309 -0.04680286  0.04957642  0.10639798
 -0.04644676 -0.07711665  0.20062006 -0.04939639 -0.1216929  -0.04818918
  0.00714132  0.2665354   0.2126444   0.02703568  0.03735574 -0.07531014
  0.0994944  -0.23640701  0.05114451  0.15291277  0.05698724  0.06011628
  0.03789039 -0.16687125  0.03504452  0.13618912 -0.15898393  0.03137348
  0.07449512 -0.09549288 -0.05180274 -0.10310283  0.24610019  0.10299998
 -0.07709639 -0.13618703  0.15058278 -0.19722347 -0.11329351  0.08946813
 -0.13067554 -0.15048766 -0.2932488   0.05967903  0.41117609  0.20096277
 -0.16739209  0.0219368  -0.02420253  0.00547458  0.07403902  0.05261824
 -0.08354414 -0.0599577  -0.11256927  0.03622077  0.20695788 -0.04807603
  0.02901682  0.21882352  0.01648779  0.04541471  0.02180819 -0.00659079
 -0.00715832  0.01420844 -0.0590976   0.00890177  0.10492756 -0.1243063
  0.08391232  0.14904815 -0.21404624  0.13565226 -0.02264462  0.01398826
  0.05642547  0.01649727 -0.06590921 -0.04666586  0.2144281  -0.2291324
  0.2319694   0.18067239  0.00531439  0.13912255  0.02377298  0.17625839
 -0.05751508 -0.04933944 -0.14388044 -0.05600165  0.01121381 -0.0429747
  0.02711849  0.05685402]",['7288920859245300993.mp4_scene_3'],1,['7288920859245300993'],1
face_81,"[-1.67915791e-01  8.59312862e-02  1.47649407e-01 -1.27474308e-01
 -8.81285146e-02  5.11282235e-02 -2.83442847e-02 -4.44784537e-02
  1.79842874e-01 -9.47988629e-02  1.49327695e-01 -7.72248507e-02
 -3.62603217e-01  1.40556172e-01 -3.18609066e-02  2.25342870e-01
 -2.17105076e-01 -6.12589754e-02 -1.33869216e-01 -6.30603954e-02
 -1.35632493e-02  1.10221535e-01  4.46349084e-02  7.50711635e-02
 -1.47117883e-01 -3.51840496e-01 -4.54118848e-02 -7.53400475e-02
 -4.60301340e-02 -9.75020528e-02  5.33220023e-02  4.58842926e-02
 -1.70178235e-01  3.48044373e-02  1.92574635e-02  9.55672264e-02
 -9.50309932e-02 -9.45099071e-02  2.19075546e-01  2.00158637e-02
 -2.27338254e-01 -6.20607138e-02  1.17252141e-01  1.98849052e-01
  1.79688379e-01  3.33434716e-02  7.08672851e-02 -5.39275706e-02
  9.45003256e-02 -3.78614843e-01  3.60913277e-02  1.27439350e-01
 -2.65135113e-02  1.36392683e-01  9.97024924e-02 -2.43291974e-01
  8.98760557e-03  1.63415432e-01 -5.95281869e-02  1.18164450e-01
  1.31764114e-01 -7.58439600e-02  5.07875830e-02  2.30434760e-02
  2.43201181e-01  3.61289084e-02 -1.68563157e-01 -1.16326146e-01
  1.73963353e-01 -1.17917694e-01 -6.01183996e-03  1.36769816e-01
 -1.12603277e-01 -1.74514115e-01 -2.52221137e-01  7.39644468e-03
  3.98766339e-01  8.96703452e-02 -1.11114502e-01 -3.18161473e-02
 -1.40600353e-01 -9.82940197e-04  1.34259760e-02  1.10369809e-01
 -4.97558713e-03 -6.16223812e-02 -6.55361712e-02  2.74943709e-02
  2.72775054e-01  1.23590231e-04  2.38041747e-02  2.91652948e-01
  5.74683696e-02 -2.69520059e-02 -1.77880786e-02  9.56602693e-02
 -1.39774457e-01 -8.65272582e-02 -1.08199835e-01 -2.06381083e-05
 -3.00014392e-02 -5.01702391e-02 -3.17862779e-02  1.27156377e-01
 -2.22965181e-01  2.27881849e-01 -3.69714946e-02 -3.19246352e-02
 -2.09852085e-02  7.38065839e-02 -9.22392607e-02 -6.80780411e-03
  2.11290896e-01 -2.60111421e-01  1.41636655e-01  2.22916335e-01
 -1.78013463e-04  1.10945322e-01  3.40823829e-02  1.20774150e-01
  5.78486919e-03  3.51971835e-02 -1.52212352e-01 -9.90518704e-02
  3.43600102e-02 -2.57822052e-02 -1.24338418e-02  5.36635146e-02]",['7288002760522353922.mp4_scene_1'],1,['7288002760522353922'],1
face_70,"[-0.15169312  0.10029376  0.05631782  0.00904501 -0.08949968 -0.04118068
  0.00159079 -0.11411513  0.10756801 -0.02694647  0.19173324  0.0269906
 -0.25405639 -0.11662392  0.06049053  0.06258784 -0.13331115 -0.12817976
 -0.10901609 -0.08613922  0.0217658   0.05918164  0.05391352 -0.01204213
 -0.16296646 -0.3179386  -0.05767483 -0.06787257  0.10390559 -0.14018163
  0.03483226  0.0708821  -0.1633832  -0.0720708   0.00386942  0.09617271
 -0.01822826 -0.03631689  0.23640828  0.06773309 -0.2183785  -0.00965174
 -0.02209916  0.34330782  0.23339438 -0.02455758 -0.00467472 -0.06040075
  0.08211368 -0.21906415  0.05711116  0.19239317  0.10873307  0.01968948
  0.03609408 -0.13277373 -0.01035827  0.10331903 -0.19302788  0.05619241
  0.12851471 -0.1235363  -0.02809924 -0.0614657   0.13387014  0.07454014
 -0.08803643 -0.12022975  0.09295836 -0.14302996 -0.05976557  0.08610122
 -0.14077044 -0.15444073 -0.27558386  0.05377495  0.35663748  0.11169847
 -0.20963959 -0.04914658 -0.07673332 -0.01381183  0.11075184  0.08412364
 -0.08422209 -0.04941828 -0.0837724   0.0490052   0.16475818  0.01225999
 -0.05913393  0.18702172  0.02647008  0.01125955  0.05883405  0.02354112
 -0.10359009  0.0033014  -0.1097777  -0.04064534  0.07042763 -0.13446558
  0.07411671  0.1413447  -0.13982342  0.19372554  0.03960186  0.01487421
  0.06662314 -0.03487989 -0.07520707 -0.04328243  0.17696063 -0.19214714
  0.23505178  0.21100947 -0.01468489  0.10531512  0.08597549  0.09787023
 -0.0556149   0.06025977 -0.11714632 -0.0282271   0.0249259  -0.03294347
  0.076419   -0.01113544]",['7290966267538803970.mp4_scene_13'],1,['7290966267538803970'],1
face_82,"[-0.16454373  0.16123427  0.05111942 -0.01015136 -0.09598801  0.06166286
 -0.09138518 -0.01992935  0.24634208 -0.05512875  0.26282305  0.02452405
 -0.21606578 -0.00921323 -0.06238734  0.09612411 -0.12820844 -0.08283229
 -0.11211218 -0.12412488  0.01778614  0.03441128  0.03811831  0.02968559
 -0.2298923  -0.33811158 -0.08683738 -0.1273773   0.06262808 -0.1959638
 -0.01005945 -0.01669528 -0.20675868 -0.0962868  -0.01777963  0.01484192
  0.02632394  0.00379029  0.22744016  0.00355147 -0.14886802  0.06162632
  0.04526181  0.30873081  0.14015445  0.00632652  0.05513457 -0.09297928
  0.06673771 -0.23362336  0.09428203  0.16174999  0.12342551  0.04126901
  0.10307026 -0.11474568 -0.06484643  0.15373111 -0.13960423  0.12456831
  0.07263032  0.03007782 -0.08805846 -0.05210481  0.20548131  0.13915706
 -0.11130691 -0.2072349   0.08229995 -0.12189493 -0.00943705  0.15474822
 -0.09255505 -0.21384306 -0.31431678  0.13466786  0.44951868  0.14457643
 -0.19929099  0.05388796 -0.11602735 -0.0621986   0.00647384  0.03134441
 -0.13460255  0.02604196 -0.02105689  0.12417626  0.20325662  0.04309084
 -0.04965479  0.17487469  0.03424159  0.00367807  0.01374133  0.08933662
 -0.13616803 -0.06339383 -0.10346113  0.00788055  0.06702357 -0.02266436
  0.00625564  0.07597403 -0.20331144  0.14374645 -0.01946823 -0.10471556
 -0.02072566  0.09565809 -0.1066941  -0.01884216  0.21123496 -0.32993841
  0.19460069  0.15938577  0.00622245  0.14267503  0.1008077   0.05708306
  0.02379207  0.09009375 -0.06683822 -0.08722946  0.03472566 -0.09737581
  0.08600684 -0.00788743]",['7289095056084995330.mp4_scene_3'],1,['7289095056084995330'],1
face_85,"[-0.0851347   0.06892554  0.03787802 -0.0180508  -0.06930938  0.00269732
  0.04581433 -0.14037529  0.18265016 -0.07241952  0.26078928 -0.13049561
 -0.31975165 -0.01392164 -0.01341283  0.22474316 -0.17742769 -0.10740974
 -0.10231042 -0.07921164 -0.0088791  -0.0070211   0.08352448  0.13275237
 -0.16881271 -0.3247267  -0.05724836 -0.16478783  0.01276958 -0.04859677
 -0.03407899  0.14426231 -0.09506078 -0.03054096  0.12535994  0.07366902
 -0.06165048 -0.12362676  0.29025272 -0.05089813 -0.25687954 -0.0531777
  0.15492105  0.27584165  0.19704702 -0.01377129 -0.00131148 -0.02732816
  0.123666   -0.31408176  0.0145759   0.1117376   0.10873809  0.04646965
  0.104835   -0.24970043 -0.03079802  0.14993316 -0.20341045  0.00688239
  0.02872685 -0.11724798 -0.01862534 -0.08028146  0.26157773  0.1274635
 -0.20589337 -0.04728406  0.22161314 -0.12034582  0.06710596  0.11730951
 -0.15982464 -0.24317259 -0.1924469  -0.00875002  0.44974205  0.11075658
 -0.15584117  0.01488549 -0.06526246 -0.01873016 -0.00607871  0.14650996
 -0.00181842 -0.04668063 -0.04335253 -0.02194072  0.1716627  -0.08453741
  0.0135749   0.27223593 -0.03541582 -0.04815236  0.01039125  0.02331085
 -0.13106641 -0.04179957 -0.16652595 -0.01744905 -0.06328978 -0.09830244
  0.01853345  0.0502478  -0.25131992  0.09422964  0.02581183 -0.04854887
  0.00161665 -0.0047987  -0.05875715 -0.01146409  0.1817762  -0.35745338
  0.14998001  0.15434229  0.02796657  0.18401402  0.01126357  0.05376597
  0.06747535 -0.0469702  -0.15335138 -0.07746013  0.09627286 -0.07942781
  0.00599238 -0.01078873]",['7289300995413249282.mp4_scene_6'],1,['7289300995413249282'],1
face_86,"[-0.14929339  0.0597709   0.07638207 -0.06292929 -0.05301836 -0.01798346
 -0.04965266 -0.11293849  0.19999963 -0.11725125  0.26382178 -0.09016535
 -0.35443699 -0.01502838 -0.02679354  0.21312445 -0.21366394 -0.12470188
 -0.08688295 -0.08657273 -0.01904364  0.03432789  0.0407998   0.06202527
 -0.11774476 -0.34422112 -0.10757945 -0.11344841 -0.01159635 -0.04150869
  0.00513937  0.03553298 -0.2172879  -0.04511856  0.02996465  0.09143823
 -0.0767773  -0.12696782  0.19619741 -0.04513661 -0.20363186 -0.13057256
  0.05764876  0.21083179  0.15498403 -0.00747012 -0.00163922 -0.04816249
  0.09794463 -0.29815495  0.00880566  0.16519439  0.10467697  0.0862364
  0.04857399 -0.19188583  0.00519302  0.15552884 -0.1731014  -0.04913033
  0.01005051 -0.05054531 -0.0333414  -0.05309021  0.26014853  0.12289615
 -0.15386687 -0.14057088  0.22701207 -0.13529009  0.02925268  0.10735488
 -0.15880617 -0.23628275 -0.27652776  0.01768565  0.40092468  0.04809108
 -0.09257896  0.07179677 -0.08405472 -0.03483449 -0.0630483   0.11332695
 -0.04678481  0.08009859 -0.04901939  0.04353337  0.16789174 -0.10191469
  0.00657748  0.25478321 -0.03933114 -0.00235905  0.06945432  0.04794778
 -0.0439712  -0.04855295 -0.11387253  0.01632193  0.04740693 -0.06164397
 -0.00425427  0.0584971  -0.15612228  0.11062863  0.01190816 -0.02408957
  0.00100841 -0.01097457 -0.07385744 -0.10829673  0.19561684 -0.30437237
  0.1454708   0.15862113 -0.03742535  0.18424666  0.006178    0.11956108
 -0.01574804 -0.01978303 -0.16025504 -0.07726306  0.07413192 -0.00847931
 -0.01457044  0.01209391]",['7289300995413249282.mp4_scene_15'],1,['7289300995413249282'],1
face_63,"[-0.07392261  0.10657779  0.04095306 -0.06187586 -0.17659073  0.0171078
 -0.04092747 -0.14252099  0.20085818 -0.17427653  0.15778959 -0.04526058
 -0.135497    0.12396172 -0.0947713   0.1505179  -0.18055521 -0.17099415
  0.00432229 -0.06622548  0.00376458  0.02308566  0.04656625  0.10749359
 -0.18360549 -0.35004929 -0.07530901 -0.07320167  0.05456944 -0.07132168
  0.01701736  0.07378508 -0.16940503  0.10000894  0.01771471  0.0588733
  0.01515962 -0.06904605  0.22179733  0.0594898  -0.27001846 -0.03016129
  0.02133661  0.29074031  0.17032482 -0.03885435  0.02599769 -0.07936774
  0.15159713 -0.2159117   0.05761146  0.12683918  0.00500797  0.02626564
  0.00408448 -0.11237739  0.01432776  0.11287601 -0.16521515  0.03675533
  0.09820161 -0.01759429  0.02209165 -0.04280701  0.23724686  0.15278408
 -0.10124421 -0.16467306  0.13715112 -0.23023868 -0.04777874  0.05197912
 -0.12326758 -0.16578689 -0.25923738 -0.0032737   0.43073165  0.17759866
 -0.11324243  0.02015277 -0.01092653 -0.00548889  0.08731113  0.18750903
 -0.08852103  0.04808876 -0.05868565  0.04995407  0.24207883  0.00659673
 -0.07426007  0.24928385 -0.02015917  0.01424287  0.01938449  0.08364651
 -0.16372877 -0.01177876 -0.11758652 -0.03819016 -0.04894968  0.03816895
 -0.00161241  0.2021531  -0.22308736  0.20662904 -0.10035057 -0.03447255
 -0.02287701  0.0897572  -0.0387453  -0.09753169  0.11866646 -0.19726411
  0.07715392  0.14538865  0.04433621  0.14547697  0.0374415   0.03964633
  0.01851219  0.03215405 -0.13799071 -0.02212906  0.02798171 -0.10316728
  0.03213033  0.00112425]",['7292224024799612162.mp4_scene_2'],1,['7292224024799612162'],1
face_18,"[-1.55017346e-01  3.20783108e-02  6.62738234e-02 -1.39242187e-01
 -1.68910414e-01  8.26537609e-04 -1.03956964e-02 -5.74382730e-02
  1.64672300e-01 -1.74898088e-01  1.58446386e-01  1.12889409e-02
 -1.91904426e-01  6.80911541e-02 -7.75566846e-02  1.38897926e-01
 -1.80871755e-01 -1.43817991e-01 -1.55729860e-01 -1.35692120e-01
  6.11456111e-04  5.37604690e-02 -7.78900832e-03  8.30964744e-02
 -1.75467610e-01 -3.27364057e-01 -8.01443830e-02 -7.19759017e-02
  9.07589030e-03 -3.94321680e-02  7.32094347e-02  8.48527700e-02
 -1.32255435e-01  4.12270129e-02  2.82495767e-02  3.96565422e-02
 -2.04701945e-02 -5.59648275e-02  2.63618499e-01  5.83419651e-02
 -2.28698999e-01  1.78762972e-02  1.04824096e-01  2.67186970e-01
  2.26763681e-01 -5.83428890e-04  7.68998712e-02 -6.45169914e-02
  1.66713476e-01 -2.71797657e-01  7.31410682e-02  1.60876766e-01
  6.80011436e-02  6.87029809e-02  1.13710947e-01 -9.02962387e-02
 -5.20858169e-02  2.55127341e-01 -9.10040289e-02  6.07324317e-02
  5.16514406e-02 -7.06410930e-02 -4.57813442e-02 -7.62446299e-02
  2.64909387e-01  1.21735126e-01 -2.10664928e-01 -1.07474238e-01
  2.52308607e-01 -1.22328281e-01 -1.22202173e-01  4.87096533e-02
 -1.23866677e-01 -1.22704536e-01 -2.25004315e-01  1.14069074e-01
  4.71351445e-01  1.89040154e-01 -1.51012003e-01  1.19423121e-03
 -1.17739327e-01 -2.50147656e-02  1.52782649e-02  1.71252385e-01
 -1.13811865e-01 -6.33306801e-02  1.08466893e-02  3.94790918e-02
  2.09905177e-01  8.16826075e-02 -2.84976438e-02  2.48178810e-01
  8.10722485e-02 -7.16692209e-03 -1.38009693e-02  5.91275468e-02
 -1.84702337e-01 -7.45465904e-02 -1.53490186e-01 -5.97872362e-02
  1.69165060e-02  4.53650355e-02  2.18741819e-02  1.71421111e-01
 -1.55063644e-01  2.22313300e-01 -8.12433288e-02 -4.43504564e-02
 -2.75336280e-02  6.80499226e-02 -3.71137261e-03 -2.29044855e-02
  8.31190720e-02 -2.08057731e-01  8.52160007e-02  1.24394692e-01
  4.95435447e-02  1.50192440e-01  1.28353029e-01  3.69740129e-02
  6.47607893e-02  2.41667032e-04 -1.62257969e-01 -8.92878026e-02
  1.05871111e-01 -3.75347063e-02  7.06839114e-02  2.47381479e-02]",['7293863025751133442.mp4_scene_5'],1,['7293863025751133442'],1
